Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
7.51,5.86,0.95,0.135,B9V,16.349487,1
9.05,2.0,1.21,1.173,K1III,15.555151,0
4.81,5.97,0.48,1.274,K2III,13.689871,0
9.88,5.68,1.11,0.467,F3/F5V,18.651741,1
8.69,11.97,1.25,0.544,G1V,19.080471,1
8.9,2.56,0.85,1.097,K0/K1III,15.941199,0
8.6,6.3,1.0,0.383,F0V,17.596703,1
8.45,1.99,1.01,1.275,K2III,14.944265,0
8.37,2.75,1.13,1.116,K2II/III,15.566664,0
8.57,4.87,1.09,1.1,K1III,17.007645,0
8.69,6.86,1.12,0.445,F2V,17.87162,1
7.01,5.28,0.57,1.114,K0/K1III,15.62317,0
9.32,2.57,0.95,0.003,B9V,16.369665,1
8.51,1.13,0.97,-0.104,B8V,13.775393,1
8.08,1.4,0.83,0.94,G8/K0III,13.81064,0
8.36,3.98,1.22,0.879,G8IV,16.359415,1
8.63,2.89,0.82,0.934,G8/K0III:,15.93449,0
7.68,2.03,0.77,-0.04,B8/B9V,14.21748,1
8.17,5.69,0.92,0.287,A9V,16.94556,1
8.01,2.67,1.05,1.092,K0III,15.142557,0
8.53,9.99,0.96,0.506,F6V,18.527828,1
8.33,1.72,0.77,1.384,K2/K3III,14.507643,0
8.43,4.97,1.01,0.197,A5V,16.911781,1
6.89,2.1,0.62,1.537,K5III,13.501097,0
8.82,6.44,1.24,0.374,F0V,17.86443,1
7.78,6.49,0.82,0.417,F3IV/V,16.841223,1
9.47,6.37,1.6,0.524,F7V,18.490696,1
7.23,7.24,0.81,0.195,A4V,16.528692,1
8.97,2.36,0.9,0.17,B8/B9III,15.83456,0
6.17,13.23,0.78,0.089,A2V,16.7778,1
8.42,0.98,0.72,1.469,K2III,13.376131,0
6.8,3.03,0.95,1.646,M0III,14.207213,0
8.62,2.42,1.06,1.094,K0III,15.539077,0
7.89,4.6,1.07,1.26,K2IIICN...,16.203789,0
7.05,3.37,0.57,1.438,K4III,14.688149,0
9.32,10.53,1.36,0.665,G1V,19.432142,1
8.77,2.97,1.33,1.271,K0III,16.133781,0
7.28,3.28,0.84,1.322,K3III,14.859369,0
9.58,-1.56,1.55,0.11,B8III,15.545623,0
9.17,16.72,1.33,0.673,G6V,20.28618,1
5.69,15.25,0.76,0.037,A0/A1V,16.60635,1
7.96,4.9,1.1,1.009,G8/K0III/IV,16.41098,1
7.69,29.37,1.06,0.669,G3V,20.02952,1
9.3,2.73,1.25,-0.096,B2Vn,16.480814,1
8.35,3.17,0.94,0.499,F2Ib/II,15.855297,0
9.28,9.48,1.19,0.49,F6IV/V,19.164042,1
7.22,2.09,0.94,0.778,G8/K0III+..,13.820732,0
8.06,7.56,0.98,0.222,A5IV/V,17.45261,1
8.53,0.37,0.8,1.434,K3III:,11.371008,0
9.73,3.63,1.35,0.58,F7V,17.529533,1
7.75,0.44,0.62,1.148,G5Ib/II,10.967263,0
9.76,3.36,0.98,0.431,F3IV/V,17.391697,1
8.51,8.63,1.13,0.397,F4IV,18.190054,1
6.49,12.16,0.74,0.204,A7Vn,16.914667,1
9.24,4.11,1.41,0.845,G6V,17.309208,1
7.37,8.33,0.6,0.206,A2III/IV,16.973225,1
9.35,3.8,0.77,0.381,A4V,17.248919,1
9.69,8.41,1.21,0.665,G5IV:,19.31398,1
6.45,2.98,0.9,0.009,A2Vn,13.821081,1
7.35,1.05,0.96,0.082,A1/A2IV,12.455946,1
9.39,13.01,1.37,0.605,G2/G3V,19.961388,1
8.07,10.24,0.7,0.443,F3V,18.121498,1
9.08,2.3,1.48,1.015,G8III,15.888639,0
7.76,50.84,1.04,0.893,G8V,21.291027,1
7.95,2.78,0.7,1.28,K3III,15.170224,0
8.05,2.1,1.01,0.944,K0III + A,14.661097,0
8.32,3.37,1.56,1.093,K0III,15.958149,0
9.91,0.5,1.74,0.906,F3/F5V,13.40485,1
8.81,0.52,0.84,1.004,K0III,12.390017,0
7.99,1.9,0.75,-0.102,B5IV,14.383768,1
8.15,2.32,0.88,1.45,M4III,14.97744,0
8.94,3.0,1.21,1.052,G8III,16.325605,0
7.47,11.36,0.57,0.409,F2III/IV,17.746891,1
7.42,0.7,0.92,1.557,K4III,11.645491,0
6.78,0.57,0.62,0.043,B1II,10.559375,0
8.2,7.84,2.37,0.473,F5V,17.671581,1
9.03,4.76,2.51,0.473,F3V,17.418034,1
9.29,10.59,1.49,0.724,G5V,19.414482,1
9.46,5.13,1.12,0.529,F7V,18.010586,1
8.41,1.64,1.15,1.709,M2III,14.484219,0
8.15,2.15,1.51,1.052,K2III,14.812192,0
6.46,3.18,0.53,1.573,K5III:,13.972136,0
8.24,2.92,1.15,1.32,K2III,15.566914,0
8.0,1.55,0.87,1.295,K2/K3III,13.951658,0
8.03,9.43,0.99,0.329,F2V,17.902557,1
7.2,0.98,0.85,0.632,B2Ia,12.15613,0
6.91,6.03,0.58,1.135,K2III,15.811586,0
8.73,9.07,1.0,0.891,G6/G8IV/V,18.518036,1
8.84,4.82,1.01,0.459,A9III,17.255236,0
7.5,4.91,1.29,0.237,A1/A2V+...,15.955408,1
6.75,5.48,0.8,-0.012,B9V,15.443903,1
8.81,0.2,1.44,1.148,K1/K2III,10.31515,0
6.19,4.7,0.61,1.467,M4III,14.550489,0
8.79,-0.95,1.27,0.376,B1V:e,13.6786175,1
8.35,6.36,0.98,0.354,A9IV,17.367287,1
6.21,4.62,0.77,1.374,K3III,14.53321,0
8.96,7.53,1.07,0.52,F6V,18.343975,1
7.45,2.73,1.03,1.611,K5III,14.630814,0
8.01,2.39,0.7,1.653,M1III,14.90199,0
9.19,0.45,0.97,1.384,K3/K4III:,12.456062,0
7.18,5.77,0.87,1.056,K1II,15.98588,0
8.63,3.16,1.24,1.076,K0III,16.128435,0
8.13,8.8,0.97,0.561,F0V,17.852413,1
9.12,7.55,1.27,0.549,F8/G0V,18.509735,1
7.67,2.81,0.7,0.912,G8III,14.913531,0
6.4,6.86,0.75,0.928,G8III,15.581621,0
6.35,6.82,0.97,0.11,A2V,15.518921,1
8.51,6.76,1.16,0.152,A1IV/V,17.659733,1
9.74,5.22,2.35,0.721,G3V,18.328352,1
7.64,5.62,1.52,0.5,F4V,16.388681,1
8.91,3.26,0.78,1.211,K2III,16.47609,0
9.51,16.87,1.44,0.823,G8III,20.645576,0
5.15,2.15,0.57,-0.197,B0IIIn,11.812193,0
8.09,-0.14,1.15,1.561,M2III,8.820641,0
7.12,2.12,0.83,1.584,K4III,13.751679,0
9.86,4.15,1.53,0.558,G0V,17.950241,1
7.57,28.11,1.14,0.595,G0V,19.814304,1
8.49,7.3,1.11,0.471,F3V,17.806614,1
8.26,5.25,1.12,0.483,F3V,16.860798,1
10.01,2.53,1.04,0.13,A0V,17.025602,1
6.76,0.59,0.78,0.316,B8Ib,10.61426,0
8.1,4.37,0.92,0.245,A4IV,16.302408,1
8.22,3.5,1.43,1.064,K1III,15.940341,0
8.22,0.37,0.73,0.058,B0III-IV(n),11.061008,1
7.41,4.65,0.91,1.054,K0III/IV,15.747265,1
7.99,22.8,1.18,0.66,G5V,19.779675,1
8.9,2.74,1.19,1.064,K0III,16.088753,0
7.62,2.99,0.67,0.127,A2V,14.998356,1
9.92,3.37,1.36,0.61,F7V,17.55815,1
8.58,8.45,0.79,0.492,F6V,18.214283,1
8.35,2.4,1.12,-0.018,B9.5V,15.251057,1
7.36,4.42,1.27,0.2,B6/B7III,15.5871105,0
8.71,26.01,1.88,0.891,K0/K1V,20.785702,1
8.91,2.06,1.88,1.09,K0III,15.479336,0
8.79,2.34,1.03,0.076,A0V,15.63608,1
7.57,6.87,0.53,0.05,A0V,16.754784,1
8.94,6.23,1.86,1.1,G8V,17.912441,1
6.78,3.97,0.76,0.915,G8III,14.7739525,0
9.12,1.14,0.98,-0.047,B8II,14.404524,0
7.98,7.1,1.0,0.649,G8:III+...,17.236292,0
7.3,1.43,0.6,1.264,G6Ib,13.07668,0
6.11,6.94,1.23,0.969,G8III,15.316797,0
8.93,5.07,1.05,1.142,K0III,17.45504,0
8.99,6.69,1.36,0.554,F8/G0V,18.11713,1
4.67,5.2,1.05,1.007,G5II comp,13.250016,0
7.79,4.16,0.93,0.374,A9V,15.885467,1
5.83,3.59,0.76,0.352,F3IV,13.605473,1
8.97,2.82,1.26,0.328,A3IV,16.221245,1
9.05,1.13,1.17,1.043,K0III,14.3153925,0
8.29,7.33,0.65,0.267,A8IV/V,17.61552,1
7.87,1.84,0.72,1.47,K4III,14.194089,0
8.59,2.23,1.28,1.035,K0III,15.331524,0
8.7,2.66,0.94,1.095,K0III,15.824409,0
8.29,8.44,1.14,0.36,F2V,17.921711,1
8.5,2.08,1.05,1.34,K2III,15.090317,0
5.88,3.33,0.81,1.507,K5III,13.492222,0
8.04,3.09,1.1,1.691,K5III,15.489793,0
8.59,4.52,0.82,0.146,A3V,16.865692,1
7.67,3.06,1.49,0.962,G8III,15.098607,0
8.0,2.14,1.17,1.535,M2III,14.652069,0
9.28,23.92,0.95,0.965,K2/K3V,21.173805,1
8.02,3.27,1.02,1.668,M2III,15.592739,0
6.58,3.99,1.38,-0.061,B9.5V,14.584865,1
8.02,4.22,1.01,0.19,A5V,16.146563,1
8.98,5.95,1.32,0.689,G3V,17.852585,1
8.46,7.09,0.73,0.605,G0V,17.71323,1
8.73,3.47,1.15,0.853,G6V,16.431646,1
8.62,2.54,1.09,-0.127,B3V,15.644169,1
7.08,2.39,0.63,1.219,K1III,13.97199,0
9.83,1.93,1.89,0.577,F6/F7V,16.257786,1
9.12,9.99,2.19,1.223,K0III,19.117828,0
8.79,2.85,1.2,1.31,K3III,16.064224,0
8.19,5.98,1.0,0.14,B9V,17.073505,1
6.11,8.55,0.47,0.946,G8III,15.769831,0
6.02,8.03,0.97,1.278,K3III,15.543577,0
6.06,25.74,1.18,0.431,F5V,18.113043,1
8.05,2.15,0.69,0.87,G6/G8III,14.712193,0
7.52,4.44,1.23,0.8,K0III,15.756914,0
6.57,6.05,0.51,0.895,K2III+...,15.478777,0
7.63,4.36,0.69,0.958,G8III,15.827433,0
11.2,1.71,2.55,0.545,F4III,17.36498,0
8.73,0.59,1.3,0.181,A1V,12.584259,1
8.07,4.29,1.03,0.93,G9IIICN...,16.232286,0
8.22,0.93,1.07,1.543,K4III,13.062415,0
8.98,8.39,1.2,1.07,K1III,18.598808,0
9.92,7.97,1.68,0.682,G5V,19.427292,1
6.02,6.24,0.52,-0.101,B7IV,14.995924,1
8.95,14.16,2.09,0.66,G5V,19.705315,1
7.92,5.09,1.65,1.0,K0III,16.453588,0
8.09,6.19,1.03,0.399,F2V,17.048454,1
8.81,12.02,1.19,0.625,G0V,19.209522,1
7.61,3.33,0.66,1.536,M0III,15.222221,0
8.93,1.91,1.9,0.02,B8IV/V,15.335167,1
6.65,6.5,0.86,1.041,K0/K1III,15.714567,0
6.3,1.59,0.46,-0.056,B1Ib,12.306986,0
7.47,1.28,0.6,-0.106,B5V,13.00605,1
7.95,8.92,1.03,0.463,F3/F5V,17.701824,1
7.15,2.75,1.03,1.631,M1III,14.346664,0
6.68,10.25,0.99,1.196,K1:IV-V:,16.73362,1
7.55,4.72,0.55,0.327,F0IV,15.91971,1
8.8,4.27,0.87,0.893,K0III,16.95214,0
8.17,13.78,0.86,0.649,G2V,18.866247,1
7.86,4.48,1.25,1.283,K0III,16.11639,0
7.97,12.42,2.2,0.649,G0V,18.440607,1
8.85,3.28,1.27,1.012,K0III,16.42937,0
8.43,4.24,1.13,0.99,K0III:,16.56683,0
6.26,7.54,0.75,0.304,F0IV/V,15.646856,1
8.4,1.35,1.05,-0.006,B9IV,14.051668,1
8.55,2.88,1.31,1.1,K0III,15.846963,0
8.27,3.09,0.66,0.075,A0IV/V,15.719793,1
7.55,0.16,0.6,-0.048,B9III/IV,8.5706005,1
8.75,4.64,1.19,1.045,G5III,17.08259,0
6.88,3.81,0.84,0.646,K0III+...,14.784625,0
6.53,7.85,0.77,0.001,A0V,16.004349,1
6.42,2.06,0.77,-0.044,B8IIIp SiSr:,12.989336,0
6.23,0.63,0.8,1.18,G5Iab:,10.226703,0
7.37,6.34,1.27,1.185,K2III,16.380447,0
7.48,1.2,0.91,0.021,B2II/III,12.875906,0
8.35,1.96,0.77,0.009,B8V,14.811281,1
8.35,6.9,1.41,0.437,F3/F5V,17.544247,1
9.12,2.4,3.95,1.797,M1III,16.021057,0
6.66,1.86,0.8,-0.094,B2.5IV,13.007565,1
7.67,3.17,1.04,1.491,K3III,15.175297,0
6.72,0.81,0.71,1.983,M2Ib-II,11.262424,0
7.59,4.76,0.79,0.141,A2IV/V,15.978035,1
7.02,6.05,0.51,0.253,A6/A7II/III,15.928778,0
7.57,1.35,0.6,-0.081,B4III,13.221669,0
7.43,7.49,1.14,0.221,A5III,16.802408,0
9.21,12.67,1.28,0.753,G6V,19.723883,1
9.04,2.51,0.81,1.047,G8II,16.038368,0
9.01,3.24,1.33,1.106,G8III,16.562725,0
6.54,1.1,1.7,0.016,B2Vne,11.7469635,1
8.39,2.34,0.81,1.18,K0III,15.23608,0
8.56,1.53,1.16,1.31,K3III,14.483458,0
8.12,2.55,1.12,0.796,F8III,15.1527,0
6.28,9.74,0.84,0.037,A0V,16.222795,1
7.84,29.87,1.2,0.783,G8V,20.216175,1
8.26,0.75,1.04,0.56,A0V+...,12.635306,1
8.81,5.05,1.2,1.065,K0III,17.326458,0
8.44,22.42,0.87,0.724,G6V,20.193176,1
9.29,3.34,1.05,1.04,G8/K0III:,16.908733,0
8.27,3.97,1.02,1.359,K1III,16.263954,0
9.02,0.08,1.35,0.9,F5IIIm...,8.53545,0
6.63,2.05,0.65,3.269,C7I,13.188769,0
8.71,2.54,4.14,0.102,A0V,15.734169,1
6.59,5.93,0.75,1.094,K1III,15.455273,0
8.47,1.79,1.09,1.731,M2III,14.734265,0
8.12,3.4,1.12,1.075,K0IIIw...,15.777394,0
5.15,9.99,0.99,1.588,M3III,15.147827,0
8.36,5.67,0.68,0.971,K1III,17.127914,0
6.32,1.73,0.59,1.632,K4II:,12.510231,0
8.05,1.28,0.89,1.462,K3III,13.58605,0
7.24,8.86,0.82,0.157,A3V,16.977169,1
9.37,9.09,1.3,0.637,G3V,19.162819,1
7.73,0.81,1.02,0.784,G8III+...,12.272425,0
5.58,4.99,0.91,1.138,K0III,14.070503,0
8.14,8.25,0.99,0.515,F5V,17.722271,1
7.91,4.42,0.97,0.994,G8III,16.137112,0
8.34,8.04,1.18,0.523,F8III,17.86628,0
6.2,8.38,0.77,1.363,K4III,15.81622,0
8.23,8.99,1.1,0.398,F2IV/V,17.998798,1
7.67,8.4,0.89,0.171,A3IV,17.291397,1
6.18,3.1,0.99,0.571,G2III+...,13.636808,0
6.53,2.87,0.8,-0.018,B8/B9IV,13.81941,1
7.3,11.41,0.98,0.264,A9V,17.58643,1
8.64,3.77,1.01,1.2,K1III,16.521708,0
8.2,2.3,0.72,1.063,K0III,15.008638,0
7.88,23.28,1.08,0.676,G3/G5V,19.714916,1
5.94,3.22,0.83,1.548,K5III,13.4792795,0
9.36,0.55,1.41,1.105,G8IV,13.061813,1
7.19,13.29,0.61,0.375,F2IV,17.807627,1
8.06,0.62,1.02,1.41,K3III,12.021959,0
7.66,2.33,0.93,1.256,K0III,14.496779,0
3.62,8.57,1.03,-0.07,B8III,13.284904,0
8.87,3.38,1.25,0.242,A3IV,16.514584,1
7.36,10.92,0.58,0.23,A8III,17.551115,0
8.63,6.88,1.34,0.527,F6V,17.817944,1
6.69,15.43,1.04,0.558,F7V,17.63183,1
8.05,1.48,1.06,1.509,M2/M3III,13.901309,0
9.4,5.55,0.91,0.423,F5V,18.121464,1
5.25,46.54,0.55,0.399,F2V,18.589132,1
6.29,6.65,0.84,1.066,K0III,15.404108,0
9.43,5.35,1.73,1.321,G8/K0III:,18.07177,0
7.68,4.28,0.95,1.043,G8/K0III,15.837219,0
6.44,2.88,0.74,0.045,A2V,13.736963,1
8.67,4.07,0.69,0.211,A5V,16.717972,1
8.41,5.88,0.88,0.341,F0V,17.256886,1
8.72,3.53,0.77,1.01,G8III,16.458874,0
7.81,0.88,0.6,-0.181,B2IIp,12.5324135,0
6.64,11.78,0.8,0.427,F2/F3V,16.995726,1
6.57,3.05,0.59,1.653,M1III,13.991499,0
7.4,9.08,0.67,0.438,F5IV,17.19043,1
9.05,2.48,1.23,0.0,B9V,16.022259,1
8.81,2.2,1.07,0.0,B9IV/V,15.522114,1
6.39,5.35,0.7,1.256,K2III,15.031769,0
7.39,6.71,0.83,0.977,K0/K1III,16.523613,0
7.84,38.87,1.5,0.96,K2V,20.788073,1
9.61,2.92,3.25,0.609,F8IV,16.936913,1
8.98,3.66,1.32,1.005,G8III,16.797405,0
7.83,4.67,1.15,0.031,B9V,16.176584,1
7.3,7.4,0.75,0.035,A0V,16.64616,1
7.76,2.36,0.85,0.081,A1IV/V,14.624559,1
7.93,11.61,2.65,0.526,F6V,18.254162,1
10.05,22.77,1.62,1.002,K0V,21.836815,1
8.44,3.93,0.71,0.491,F3IV/V,16.411963,1
9.72,6.07,0.94,0.57,F8V,18.635944,1
6.98,9.91,0.63,0.097,A2V,16.96037,1
7.76,6.18,1.0,1.015,K0III,16.714943,0
8.93,5.35,1.38,0.264,A2/A3IV,17.57177,1
6.34,1.77,0.76,-0.136,B3IV,12.579866,1
7.93,10.09,0.99,0.49,K0III-IV,17.949455,1
6.98,4.97,0.6,1.378,K4III,15.461781,0
6.3,2.39,0.5,-0.05,B8III,13.19199,0
9.0,4.5,1.12,1.147,K0III,17.266064,0
8.25,2.66,1.16,0.195,B9V,15.374409,1
7.19,1.98,0.62,-0.168,B2III,13.6733265,0
7.88,4.93,0.91,0.973,K0III,16.344234,0
8.19,16.97,0.69,0.631,G2V,19.33841,1
9.21,13.66,1.31,0.735,G3V,19.887253,1
9.15,1.64,1.34,-0.004,B6/B7V,15.224218,1
9.29,6.1,0.81,0.702,G0V,18.216648,1
6.23,7.68,0.53,-0.006,A0V,15.656805,1
7.19,6.36,1.06,0.136,A1V,16.207285,1
9.97,6.1,2.29,0.5,F7V,18.896648,1
8.5,6.38,1.14,0.541,F7V,17.524103,1
8.08,7.46,3.16,0.25,A3III:m...,17.443695,0
6.14,7.03,0.49,-0.103,B8V,15.374777,1
9.5,4.67,0.83,0.45,F3V,17.846584,1
7.94,1.35,1.1,-0.06,B6II/III,13.591669,0
6.21,7.92,0.78,0.981,G8III,15.703627,0
7.19,5.16,0.79,1.08,K0III,15.753248,0
7.36,4.6,1.13,1.186,G9III,15.67379,0
8.54,1.45,0.84,1.64,M1III,14.34684,0
8.02,5.08,0.96,0.185,A3III,16.54932,0
7.39,-0.92,0.81,0.111,B2III,12.208939,0
8.51,15.92,1.13,0.571,G2V,19.519714,1
8.27,5.58,0.98,0.895,K2III: comp,17.003172,0
8.16,1.5,1.09,0.723,K0/K1III+..,14.040456,0
6.47,9.91,1.05,0.331,A0Vne...,16.450369,1
8.16,8.7,1.2,0.458,F4V,17.857595,1
6.28,6.59,0.71,0.05,A3V,15.374428,1
9.45,2.07,1.37,1.115,G8/K0IV,16.029852,1
9.05,1.7,1.19,0.004,B9Vn,15.202245,1
7.86,3.61,1.2,1.198,K1III,15.647537,0
8.23,1.26,1.01,1.613,K4/K5III,13.731852,0
10.89,37.79,2.55,1.363,K5V,23.776886,1
5.71,1.7,0.93,-0.212,B1V...,11.862245,1
8.35,1.75,0.71,1.509,K5III,14.565191,0
8.11,6.38,0.76,0.391,F3V,17.134102,1
7.76,2.5,0.97,1.605,K5III,14.749701,0
8.33,5.39,0.97,1.172,K2III,16.987944,0
5.01,13.45,0.59,1.056,K1III,15.653611,0
8.77,1.78,0.84,1.068,K0III,15.0221,0
7.76,3.54,0.81,0.19,A4II/III,15.505016,0
7.66,0.89,0.91,1.605,K4III,12.40695,0
8.64,8.57,1.23,0.476,F5V,18.304905,1
8.42,0.74,0.84,1.026,G6III,12.766159,0
7.84,3.77,0.97,1.146,K2II,15.721707,0
12.15,14.8,4.83,1.387,K7V:,23.001308,1
7.96,4.81,1.07,0.314,A0V,16.370726,1
6.71,4.92,1.19,0.261,A7IV,15.169826,1
7.11,3.65,0.87,1.528,M4III:,14.921465,0
8.5,5.8,1.08,0.43,F3V,17.317139,1
8.68,5.39,1.17,1.184,K1III,17.337944,0
8.12,10.36,0.69,0.45,F5IV,18.1968,1
8.35,21.52,1.53,0.614,G0V,20.014212,1
7.15,53.09,1.02,0.769,G8/K0V,20.775064,1
7.55,7.01,0.6,0.387,F0III/IV,16.778591,1
8.15,8.28,1.87,0.8,F5V,17.74015,1
8.41,2.93,1.09,1.234,K1III,15.744338,0
9.08,2.51,1.18,0.38,F2V,16.07837,1
9.53,2.59,0.95,0.258,B9II,16.596498,0
7.74,1.5,0.65,-0.08,B5II/III,13.620456,0
7.33,21.62,0.54,0.737,G6IV/V,19.004278,1
8.5,1.46,0.79,1.249,K1/K2III,14.321764,0
8.74,27.26,1.71,1.4,K0III,20.91763,0
7.02,2.52,0.88,1.588,K5III,14.027002,0
4.3,4.75,0.96,0.928,G3Ib,12.683469,0
9.32,11.55,2.24,0.618,G3V,19.63291,1
7.71,27.79,4.98,0.743,G7V,19.929443,1
7.43,1.22,0.87,-0.012,B5III,12.861799,0
8.71,0.95,1.34,1.059,K0III,13.598618,0
7.97,2.23,1.11,0.919,G8III,14.711524,0
10.55,132.42,2.48,1.53,M3.5Ve,26.159767,1
9.11,1.28,1.58,0.1,A0V,14.6460495,1
7.65,6.81,0.69,0.085,A0V,16.815735,1
6.98,6.72,1.37,1.046,K0III,16.116846,0
8.03,5.51,0.97,0.342,A9IV/V,16.735758,1
5.16,9.51,0.79,1.262,K1III,15.050902,0
8.29,1.23,0.74,1.176,G8III,13.739526,0
6.66,6.53,0.56,1.03,K0III,15.734566,0
7.36,3.92,0.71,-0.077,B5III,15.32643,0
6.75,6.24,0.7,1.061,G8/K0III,15.725924,0
8.87,0.37,1.23,1.256,K2III,11.711008,0
8.13,4.49,0.96,1.114,K0III,16.391232,0
8.55,6.15,1.15,1.029,G8/K0II/III,17.494377,0
8.29,1.81,0.97,1.607,M0III,14.578392,0
4.93,2.24,0.81,-0.046,B0.5III,11.68124,0
6.1,10.98,1.17,1.201,G8III,16.30301,0
7.9,2.23,1.17,1.176,G5III,14.641524,0
9.01,2.24,1.1,0.935,G8III/IV,15.76124,1
7.77,5.95,0.6,1.168,K1III,16.642584,0
7.96,3.48,0.87,1.724,M2III,15.667896,0
5.22,7.65,0.52,0.954,G8III,14.638308,0
8.52,27.81,1.45,0.798,K0V,20.741005,1
8.34,4.2,0.77,1.196,K1III,16.456245,0
8.31,10.11,1.12,0.652,G2V,18.333755,1
8.45,22.34,1.19,0.649,G8V,20.195415,1
9.09,3.06,1.52,1.084,K0III/IVp,16.518608,1
8.36,14.96,1.61,0.695,G3V,19.234657,1
7.51,12.85,0.84,0.541,F7V,18.054516,1
8.59,3.0,1.35,1.497,K3III,15.975607,0
6.88,18.09,0.72,0.403,F3V,18.167194,1
9.45,2.55,1.09,1.51,K3:III:,16.4827,0
8.8,1.15,0.95,0.934,K0III,14.103489,0
7.05,19.27,0.89,0.478,F8IV/V,18.474407,1
7.65,2.33,1.1,1.563,M4III,14.48678,0
8.45,4.96,1.18,0.972,K0III,16.927408,0
5.24,45.85,0.66,0.459,F3/F5V,18.546696,1
6.75,7.02,0.82,1.003,K0III,15.981686,0
9.24,1.21,2.98,0.543,F0V,14.653927,1
8.25,11.78,1.06,0.517,F6/F7V,18.605726,1
4.99,10.05,0.84,1.208,K1III/IV,15.00083,1
8.26,7.81,1.1,0.976,K1III,17.723255,0
7.86,1.29,0.97,1.0,F8Ib-II,13.412949,0
8.23,4.29,0.83,1.346,K2/K3III,16.392286,0
8.91,22.43,1.11,0.747,K0V,20.664146,1
8.32,2.4,1.05,0.211,A5III/IVm..,15.221056,1
8.65,2.24,1.22,0.134,A0V,15.401239,1
9.88,9.32,1.06,0.728,G5/G6V,19.72708,1
8.26,5.18,0.63,1.135,K2III + F/G,16.83165,0
6.79,21.36,0.65,0.531,F5V,18.438007,1
9.02,16.48,1.49,0.599,G3V,20.104786,1
6.16,3.86,0.98,0.957,G8III,14.0929365,0
8.05,5.87,1.0,0.488,F5V,16.893192,1
9.28,8.26,1.39,0.48,F3V,18.864899,1
8.55,2.12,1.14,1.05,G8III,15.18168,0
8.89,6.6,3.01,0.561,F8V,17.98772,1
10.17,3.62,1.68,0.549,F2V,17.963543,1
7.49,3.9,1.03,0.983,G9III-IV,15.445323,1
7.8,5.83,0.96,1.039,K1III,16.628344,0
7.61,17.43,1.43,0.93,K0IV,18.816486,1
9.42,7.98,0.95,0.685,G5V,18.930014,1
6.92,2.61,0.67,-0.142,B4V,14.003202,1
8.51,5.32,1.07,0.677,F5V,17.139559,1
6.69,14.08,0.89,0.827,G8IV,17.433012,1
9.19,14.76,1.58,0.708,G5IV-V,20.03543,1
7.39,3.24,1.03,-0.165,B4V,14.942724,1
7.31,9.97,1.76,0.273,A3/4V + F/G,17.303476,1
9.05,8.59,6.3,0.41,B8/9V:  B7/9,18.719967,1
6.64,5.18,0.68,-0.035,B9V,15.211649,1
9.16,-0.17,1.25,1.484,K2III,10.312244,0
5.79,6.92,1.03,1.109,G8III:,14.99053,0
5.81,27.43,0.46,0.445,F5V,18.00113,1
8.65,4.82,1.44,0.902,G8III/IV,17.065235,1
9.23,6.37,1.25,0.416,F3V,18.250696,1
9.32,9.58,1.42,0.5,F7V,19.226826,1
7.17,1.48,0.84,0.958,G8III,13.021309,0
4.28,3.03,0.54,1.488,K3III,11.687214,0
6.01,10.42,0.78,0.981,K0III,16.099339,0
9.22,7.34,1.0,0.91,G8V,18.548481,1
8.18,5.2,1.06,0.498,F5V,16.760017,1
6.31,5.36,0.68,1.282,K2/K3III,14.955824,0
6.61,9.56,0.86,0.523,F4III,16.51229,0
8.81,5.04,1.06,1.217,M6III,17.322153,0
7.57,4.85,1.06,0.901,G5III,15.998709,0
8.93,9.7,0.93,0.601,G0/G1V,18.86386,1
7.32,4.22,0.7,0.048,A0IV,15.446562,1
7.73,5.55,0.59,0.344,F0III,16.451466,0
7.86,10.97,0.94,0.515,F5V,18.061033,1
6.2,6.88,0.61,0.115,A5Vs,15.387942,1
7.77,2.96,0.68,1.167,K0III,15.126459,0
8.59,14.36,0.97,0.53,G0/G1V,19.375772,1
9.23,5.52,0.8,0.344,A9III,17.939695,0
7.32,4.1,0.88,1.018,K0III,15.383919,0
8.93,3.28,2.83,0.14,B9III/IV,16.509369,1
9.15,7.26,1.39,0.499,F5V,18.454683,1
8.72,1.33,1.13,0.158,B2V:pe,14.339258,1
9.77,6.85,2.58,0.301,A2V,18.948452,1
5.32,13.91,0.66,1.218,K2IVCN...,16.036636,1
8.73,35.66,1.32,0.982,K3V,21.490906,1
9.25,7.8,0.9,0.523,F7/F8IV/V,18.710472,1
11.46,43.27,7.18,1.45,M3V,24.640934,1
8.83,3.5,0.78,0.414,F0II,16.55034,0
5.74,6.0,0.76,1.496,M8III,14.630756,0
8.48,1.72,0.89,1.515,K4III,14.657642,0
8.32,1.66,1.09,1.087,K0III,14.42054,0
7.38,4.12,0.91,0.996,K0III,15.454486,0
8.13,3.41,1.0,1.004,K0III,15.793772,0
8.98,2.98,1.32,0.966,G8III,16.351082,0
6.28,7.03,0.86,0.916,G5III,15.514776,0
8.53,2.55,1.18,1.72,K5III:,15.5627,0
8.51,10.69,1.08,0.553,F7V,18.654888,1
8.36,17.31,0.96,0.524,G0V,19.551483,1
6.46,6.51,0.85,0.962,G8II,15.527905,0
6.06,9.35,0.71,-0.013,A0Vs,15.914059,1
7.14,1.21,13.4,-0.025,B9III/IV,12.553926,1
